Width,Length
5.904016882291005,9.59120627880525
5.354820055205416,7.917229799691642
7.154634735757424,5.67413376793637
3.7907433256230734,6.637063973629951
5.705141306360929,9.092175402045655
4.033491349179792,7.972664383946286
5.956542518709437,9.603619636819683
6.185036800490734,10.23225745512931
7.08230890772101,4.737963088312569
6.551544449446623,5.328568567950082
3.0110565626842365,8.040955528640342
5.907353311448692,8.839352526994915
7.803224100954084,5.580293597241965
3.1440729688874822,7.766170231930246
6.406125637788751,9.94933199754496
2.7604666740769392,7.863383932174527
6.962251117122009,5.689210044356727
3.382021118842502,7.983649521903021
6.7738505577268056,8.439409253200832
2.675234267979353,8.467352526201473
7.0257475055294725,5.696842625265002
4.013080150851886,8.63848944148106
4.932389763652571,9.611361518333567
2.9627647256218075,8.055472441843271
5.671662592341349,10.59827193738393
7.04429004331109,6.010313377746693
6.100468378124122,9.022540672102608
5.732731574018188,9.413231605821176
3.280126612585705,7.421072685240301
6.520366774698368,4.891209628276832
6.5764598930168265,7.059349217270848
6.140698725218156,7.058355135670668
6.245939819157539,6.444502331134933
4.835131235670264,9.627734906316432
4.076913194708011,6.05894889625067
7.692392757097692,6.119716410571848
6.4243621468148095,8.171918096430806
5.193846954835159,6.322087326989504
7.539344647182009,6.383988060497141
7.591931748584438,6.147068632168539
6.084733276534337,9.56850109116991
2.0616113473182627,7.540264017970972
3.1448910552013376,6.376873361482732
5.686736792014672,8.78056895943986
7.565098315337821,8.285731355229254
4.880975663802291,7.8866654628140225
5.155083694966583,10.664322157402895
6.637847694517522,5.860866552549254
6.7195084516273145,6.331914468778395
5.366712074119178,8.898592562113299
6.609061603546317,5.619573389907778
2.734856061988585,8.4920557474604
2.5405478285619436,6.5398449784829085
4.133228247903857,6.000108244300433
5.276119335373799,8.222447559704062
5.758183306057334,9.343103067009212
7.04335323172987,6.163069874826494
3.4989999921151993,8.455413946746015
3.8534143107493586,8.225212331703553
3.121124296328318,9.606599837013746
2.52954819093771,7.384780889553531
7.505587646976927,4.79822727389452
4.686000817621488,8.397033036134555
2.8369617146067574,7.620859926648592
6.092941525307266,9.748309333272864
7.707561383312891,6.13563914859882
7.605697094909161,5.571170292222777
6.4468764084552,9.589010612817168
5.765118836323224,5.563081857109596
5.826144113026475,6.213317783202077
3.732673487674866,8.017325524964187
5.0712702417400815,9.490722935992817
5.976709611321641,5.941947055878169
4.330505381713657,7.963281535773627
6.641331970814408,9.197837281640002
6.80141577835825,9.177839942379745
2.925255577698827,7.840609752014301
6.76491522402105,8.547835271593993
4.396491800189198,7.30018908834818
3.146304104541161,6.926047982144741
4.18917720746264,9.761320344256642
3.741008687786682,7.893912664960755
5.490072576734539,9.19904314921902
6.960102730958053,6.693487613759824
6.637146273157124,5.731118449122732
6.910434948118098,6.513788898394484
7.012129039965925,5.8225499665341145
6.5813754177481485,8.78427181316388
6.516523464396062,9.880240235223003
5.657397326084355,9.31602273876593
6.6408646433945275,9.365073196418024
7.322329497082764,10.340147681452487
3.609644774784061,6.670788262339209
3.012108910014592,7.557918485175131
6.838958443099893,4.724460995506953
6.807890933193106,9.525647155795784
6.486633472070771,9.394075364978576
6.598581513761964,5.623996297306616
7.0382392343536235,5.381042023493955
7.334599963380969,3.956848730439282
3.6126061246056205,7.882459782659957
7.6558142684375134,6.696434966598238
2.909157431500537,7.13506391430798
2.812038043201089,8.084554464815742
6.837647201243948,5.965843776326086
7.123674998833277,6.305731235765243
3.331068198241428,7.840964315816603
4.13282367023237,7.730565938968379
4.532425644579338,8.305074706278432
8.668009209811636,5.155652584032854
6.342563740918722,9.183704895592816
4.846541585255929,9.15486913129861
4.243295023532356,8.826497641961478
6.573781193712801,5.047809477772052
5.4549417031125875,8.72528035038708
5.360452823572601,7.866134994936832
